 ,Label,Area,Mean,Min,Max,X,Y,XStart,YStart
1,A_t5_1.tif,1.384,255,255,255,33.860,0.344,731,0
2,A_t5_1.tif,0.642,255,255,255,45.240,0.585,1006,2
3,A_t5_1.tif,1.015,255,255,255,102.775,1.050,2284,9
4,A_t5_1.tif,0.753,255,255,255,10.902,0.974,240,11
5,A_t5_1.tif,0.840,255,255,255,58.862,1.112,1310,13
6,A_t5_1.tif,1.845,255,255,255,8.467,1.711,200,20
7,A_t5_1.tif,0.936,255,255,255,81.086,1.661,1806,21
8,A_t5_1.tif,1.062,255,255,255,66.792,1.632,1491,23
9,A_t5_1.tif,2.932,255,255,255,74.389,2.236,1644,25
10,A_t5_1.tif,0.315,255,255,255,91.176,1.794,2027,32
11,A_t5_1.tif,0.999,255,255,255,98.513,2.212,2187,41
12,A_t5_1.tif,1.090,255,255,255,100.593,2.410,2224,42
13,A_t5_1.tif,1.102,255,255,255,82.497,2.467,1826,45
14,A_t5_1.tif,0.729,255,255,255,37.190,2.551,825,46
15,A_t5_1.tif,0.745,255,255,255,78.719,2.795,1747,51
16,A_t5_1.tif,0.089,255,255,255,97.136,2.624,2159,55
17,A_t5_1.tif,1.049,255,255,255,99.560,3.260,2217,57
18,A_t5_1.tif,0.220,255,255,255,0.145,3.231,0,62
19,A_t5_1.tif,0.985,255,255,255,98.639,3.418,2193,62
20,A_t5_1.tif,0.714,255,255,255,30.892,3.306,685,63
21,A_t5_1.tif,0.270,255,255,255,101.955,3.116,2267,63
22,A_t5_1.tif,1.096,255,255,255,40.329,3.479,895,64
23,A_t5_1.tif,0.991,255,255,255,27.901,3.746,621,67
24,A_t5_1.tif,0.763,255,255,255,41.291,3.641,916,69
25,A_t5_1.tif,1.088,255,255,255,40.150,4.438,883,85
26,A_t5_1.tif,0.747,255,255,255,98.547,4.390,2185,87
27,A_t5_1.tif,0.896,255,255,255,41.330,4.599,910,92
28,A_t5_1.tif,1.138,255,255,255,94.595,5.142,2098,102
29,A_t5_1.tif,1.715,255,255,255,61.677,5.427,1372,106
30,A_t5_1.tif,0.930,255,255,255,41.488,5.583,917,113
31,A_t5_1.tif,4.718,255,255,255,43.359,6.883,935,114
32,A_t5_1.tif,0.934,255,255,255,79.681,6.084,1770,123
33,A_t5_1.tif,0.593,255,255,255,40.696,6.092,898,127
34,A_t5_1.tif,0.519,255,255,255,34.183,6.437,758,134
35,A_t5_1.tif,0.507,255,255,255,0.166,7.053,0,138
36,A_t5_1.tif,1.501,255,255,255,84.280,6.744,1871,138
37,A_t5_1.tif,0.698,255,255,255,9.100,6.739,202,139
38,A_t5_1.tif,0.628,255,255,255,15.477,7.112,343,148
39,A_t5_1.tif,1.655,255,255,255,94.237,7.822,2099,156
40,A_t5_1.tif,2.565,255,255,255,72.631,8.314,1612,157
41,A_t5_1.tif,0.428,255,255,255,63.791,7.976,1419,169
42,A_t5_1.tif,1.259,255,255,255,71.189,8.391,1594,170
43,A_t5_1.tif,1.497,255,255,255,75.364,8.543,1683,171
44,A_t5_1.tif,0.202,255,255,255,43.076,8.169,959,176
45,A_t5_1.tif,0.953,255,255,255,113.079,9.064,2516,187
46,A_t5_1.tif,0.813,255,255,255,35.684,8.983,796,189
47,A_t5_1.tif,0.833,255,255,255,73.243,9.801,1628,204
48,A_t5_1.tif,0.359,255,255,255,83.301,9.911,1851,210
49,A_t5_1.tif,1.304,255,255,255,77.242,10.476,1716,215
50,A_t5_1.tif,0.749,255,255,255,63.493,10.440,1409,224
51,A_t5_1.tif,1.939,255,255,255,67.183,10.881,1493,225
52,A_t5_1.tif,1.237,255,255,255,6.813,10.852,147,226
53,A_t5_1.tif,0.555,255,255,255,5.757,10.864,130,234
54,A_t5_1.tif,0.809,255,255,255,92.237,11.502,2045,244
55,A_t5_1.tif,1.726,255,255,255,55.169,12.181,1210,249
56,A_t5_1.tif,1.096,255,255,255,89.192,12.126,1981,252
57,A_t5_1.tif,1.088,255,255,255,66.207,12.077,1472,254
58,A_t5_1.tif,0.266,255,255,255,6.895,12.101,151,264
59,A_t5_1.tif,0.999,255,255,255,8.014,12.494,173,265
60,A_t5_1.tif,0.694,255,255,255,27.743,12.580,614,270
61,A_t5_1.tif,1.380,255,255,255,9.828,13.318,209,284
62,A_t5_1.tif,4.163,255,255,255,4.299,14.219,83,287
63,A_t5_1.tif,1.348,255,255,255,81.200,14.103,1808,291
64,A_t5_1.tif,0.878,255,255,255,109.476,14.118,2435,303
65,A_t5_1.tif,1.887,255,255,255,116.108,15.056,2588,312
66,A_t5_1.tif,0.704,255,255,255,34.408,14.639,761,316
67,A_t5_1.tif,1.152,255,255,255,55.353,14.720,1219,317
68,A_t5_1.tif,0.825,255,255,255,21.881,14.909,486,323
69,A_t5_1.tif,0.799,255,255,255,56.539,15.570,1254,334
70,A_t5_1.tif,0.662,255,255,255,117.517,17.131,2614,371
71,A_t5_1.tif,0.601,255,255,255,36.396,17.793,807,386
72,A_t5_1.tif,0.555,255,255,255,33.558,18.249,747,396
73,A_t5_1.tif,0.668,255,255,255,96.874,18.355,2153,398
74,A_t5_1.tif,0.519,255,255,255,36.813,18.472,821,401
75,A_t5_1.tif,1.015,255,255,255,21.099,19.099,461,412
76,A_t5_1.tif,0.727,255,255,255,113.959,19.180,2537,415
77,A_t5_1.tif,1.017,255,255,255,96.757,19.467,2148,419
78,A_t5_1.tif,0.815,255,255,255,45.338,19.563,1008,424
79,A_t5_1.tif,0.846,255,255,255,44.975,20.392,991,445
80,A_t5_1.tif,1.257,255,255,255,97.689,20.646,2154,449
81,A_t5_1.tif,0.311,255,255,255,62.494,20.538,1390,451
82,A_t5_1.tif,0.727,255,255,255,105.077,20.952,2339,456
83,A_t5_1.tif,1.160,255,255,255,31.627,21.445,705,462
84,A_t5_1.tif,0.836,255,255,255,38.888,21.975,866,478
85,A_t5_1.tif,1.657,255,255,255,50.296,22.266,1106,479
86,A_t5_1.tif,0.924,255,255,255,7.971,22.193,177,481
87,A_t5_1.tif,0.769,255,255,255,60.664,22.092,1355,481
88,A_t5_1.tif,0.975,255,255,255,15.205,22.384,335,487
89,A_t5_1.tif,1.015,255,255,255,72.673,22.509,1610,489
90,A_t5_1.tif,1.409,255,255,255,113.259,22.727,2518,490
91,A_t5_1.tif,1.090,255,255,255,111.934,22.879,2488,496
92,A_t5_1.tif,0.922,255,255,255,25.274,23.319,547,507
93,A_t5_1.tif,5.211,255,255,255,108.777,24.791,2409,527
