 ,Label,Area,Mean,Min,Max,X,Y,XStart,YStart
1,A_t5_4.tif,1.397,255,255,255,21.486,0.520,463,0
2,A_t5_4.tif,0.511,255,255,255,37.842,0.244,830,0
3,A_t5_4.tif,1.104,255,255,255,76.985,0.510,1700,0
4,A_t5_4.tif,2.054,255,255,255,87.648,0.645,1926,0
5,A_t5_4.tif,1.277,255,255,255,0.511,0.891,9,3
6,A_t5_4.tif,0.759,255,255,255,3.433,1.532,75,22
7,A_t5_4.tif,4.523,255,255,255,0.805,3.789,10,40
8,A_t5_4.tif,0.698,255,255,255,93.466,2.701,2074,50
9,A_t5_4.tif,0.971,255,255,255,57.172,2.905,1274,55
10,A_t5_4.tif,1.939,255,255,255,2.994,3.403,71,60
11,A_t5_4.tif,0.666,255,255,255,56.109,3.233,1254,61
12,A_t5_4.tif,0.165,255,255,255,78.004,3.243,1734,66
13,A_t5_4.tif,0.571,255,255,255,23.724,3.530,525,69
14,A_t5_4.tif,1.911,255,255,255,45.420,3.735,995,69
15,A_t5_4.tif,1.560,255,255,255,115.799,3.857,2583,70
16,A_t5_4.tif,1.136,255,255,255,75.941,3.762,1680,74
17,A_t5_4.tif,1.290,255,255,255,109.201,4.264,2425,81
18,A_t5_4.tif,0.977,255,255,255,114.459,4.223,2547,82
19,A_t5_4.tif,0.618,255,255,255,14.728,4.292,326,86
20,A_t5_4.tif,0.523,255,255,255,114.007,5.082,2534,103
21,A_t5_4.tif,1.431,255,255,255,54.367,5.355,1212,105
22,A_t5_4.tif,0.813,255,255,255,112.333,5.235,2494,107
23,A_t5_4.tif,0.490,255,255,255,48.889,5.285,1084,108
24,A_t5_4.tif,0.900,255,255,255,55.295,6.032,1228,121
25,A_t5_4.tif,1.310,255,255,255,53.012,6.405,1192,128
26,A_t5_4.tif,0.452,255,255,255,49.489,6.431,1096,130
27,A_t5_4.tif,0.565,255,255,255,54.448,6.408,1203,134
28,A_t5_4.tif,0.898,255,255,255,47.090,6.517,1042,137
29,A_t5_4.tif,1.296,255,255,255,96.831,6.788,2143,137
30,A_t5_4.tif,0.731,255,255,255,9.481,6.790,207,140
31,A_t5_4.tif,2.222,255,255,255,23.180,7.263,518,140
32,A_t5_4.tif,0.961,255,255,255,55.880,6.935,1245,140
33,A_t5_4.tif,1.110,255,255,255,58.965,6.795,1302,140
34,A_t5_4.tif,0.708,255,255,255,73.478,6.898,1633,141
35,A_t5_4.tif,0.670,255,255,255,51.692,7.126,1158,147
36,A_t5_4.tif,0.878,255,255,255,16.510,7.319,361,148
37,A_t5_4.tif,0.831,255,255,255,49.230,7.666,1096,153
38,A_t5_4.tif,0.846,255,255,255,54.247,7.461,1202,155
39,A_t5_4.tif,0.478,255,255,255,109.099,7.348,2421,156
40,A_t5_4.tif,0.940,255,255,255,55.271,7.717,1222,157
41,A_t5_4.tif,0.831,255,255,255,50.541,7.541,1134,158
42,A_t5_4.tif,0.930,255,255,255,58.457,7.660,1294,159
43,A_t5_4.tif,1.282,255,255,255,59.679,7.925,1326,161
44,A_t5_4.tif,0.874,255,255,255,56.413,7.978,1245,167
45,A_t5_4.tif,0.115,255,255,255,33.331,7.909,740,172
46,A_t5_4.tif,0.741,255,255,255,54.679,8.429,1217,176
47,A_t5_4.tif,0.458,255,255,255,109.525,8.384,2439,177
48,A_t5_4.tif,0.741,255,255,255,48.767,8.672,1083,182
49,A_t5_4.tif,0.823,255,255,255,69.470,8.953,1546,185
50,A_t5_4.tif,1.104,255,255,255,76.747,8.885,1705,186
51,A_t5_4.tif,0.547,255,255,255,55.791,8.972,1240,188
52,A_t5_4.tif,1.053,255,255,255,75.522,9.035,1679,189
53,A_t5_4.tif,0.829,255,255,255,77.561,9.427,1726,195
54,A_t5_4.tif,0.720,255,255,255,109.736,9.431,2432,198
55,A_t5_4.tif,0.783,255,255,255,54.602,9.586,1211,201
56,A_t5_4.tif,1.003,255,255,255,56.143,9.941,1256,203
57,A_t5_4.tif,1.931,255,255,255,29.794,10.473,660,209
58,A_t5_4.tif,0.708,255,255,255,109.148,10.111,2430,212
59,A_t5_4.tif,1.669,255,255,255,8.123,10.438,179,218
