 ,Label,Area,Mean,Min,Max,X,Y,XStart,YStart
1,C_t5_3.tif,0.228,255,255,255,101.702,0.158,2255,0
2,C_t5_3.tif,1.328,255,255,255,1.669,1.710,40,22
3,C_t5_3.tif,1.443,255,255,255,111.787,1.997,2486,25
4,C_t5_3.tif,0.961,255,255,255,39.081,2.203,863,34
5,C_t5_3.tif,1.479,255,255,255,111.585,3.281,2474,57
6,C_t5_3.tif,0.587,255,255,255,78.176,4.016,1736,80
7,C_t5_3.tif,2.646,255,255,255,5.431,4.637,129,82
8,C_t5_3.tif,0.626,255,255,255,59.764,4.445,1326,90
9,C_t5_3.tif,0.731,255,255,255,88.360,4.687,1967,96
10,C_t5_3.tif,0.079,255,255,255,58.353,5.057,1297,109
11,C_t5_3.tif,0.149,255,255,255,75.052,6.452,1668,139
12,C_t5_3.tif,0.593,255,255,255,105.393,6.650,2347,139
13,C_t5_3.tif,0.081,255,255,255,48.312,7.396,1072,162
14,C_t5_3.tif,0.371,255,255,255,104.627,9.479,2327,204
15,C_t5_3.tif,0.212,255,255,255,86.628,9.682,1926,210
16,C_t5_3.tif,0.206,255,255,255,68.143,11.186,1515,243
17,C_t5_3.tif,0.392,255,255,255,51.867,11.306,1155,244
18,C_t5_3.tif,0.854,255,255,255,118.260,11.532,2631,247
19,C_t5_3.tif,0.704,255,255,255,79.775,11.935,1768,256
20,C_t5_3.tif,0.484,255,255,255,50.989,12.061,1142,257
21,C_t5_3.tif,1.653,255,255,255,50.297,13.390,1119,277
22,C_t5_3.tif,0.799,255,255,255,12.568,13.068,274,279
23,C_t5_3.tif,1.064,255,255,255,12.464,14.084,269,297
24,C_t5_3.tif,0.642,255,255,255,91.163,14.064,2032,304
25,C_t5_3.tif,0.688,255,255,255,94.938,14.152,2103,306
26,C_t5_3.tif,1.302,255,255,255,18.823,15.318,425,327
27,C_t5_3.tif,0.737,255,255,255,96.179,15.126,2129,327
28,C_t5_3.tif,1.292,255,255,255,100.144,15.746,2212,333
29,C_t5_3.tif,0.821,255,255,255,61.237,15.991,1358,344
30,C_t5_3.tif,0.438,255,255,255,7.883,16.691,175,362
31,C_t5_3.tif,0.882,255,255,255,103.222,16.885,2292,365
32,C_t5_3.tif,0.472,255,255,255,95.111,17.088,2113,372
33,C_t5_3.tif,0.656,255,255,255,115.383,17.674,2561,383
34,C_t5_3.tif,0.075,255,255,255,8.582,17.951,190,396
35,C_t5_3.tif,0.892,255,255,255,54.903,18.338,1216,396
36,C_t5_3.tif,0.529,255,255,255,109.373,18.215,2425,398
37,C_t5_3.tif,0.460,255,255,255,115.955,18.322,2580,398
38,C_t5_3.tif,0.682,255,255,255,116.422,19.002,2592,410
39,C_t5_3.tif,0.426,255,255,255,52.747,19.563,1170,428
40,C_t5_3.tif,0.365,255,255,255,51.773,19.932,1152,436
41,C_t5_3.tif,0.256,255,255,255,57.840,20.605,1283,451
42,C_t5_3.tif,1.554,255,255,255,102.861,21.528,2281,461
43,C_t5_3.tif,0.569,255,255,255,41.709,22.454,929,491
44,C_t5_3.tif,0.622,255,255,255,108.700,23.224,2418,507
45,C_t5_3.tif,0.422,255,255,255,45.423,24.295,1008,532
46,C_t5_3.tif,0.942,255,255,255,64.883,24.933,1439,542
47,C_t5_3.tif,1.550,255,255,255,112.778,25.499,2510,550
48,C_t5_3.tif,0.396,255,255,255,102.163,25.639,2273,563
49,C_t5_3.tif,1.110,255,255,255,5.063,29.590,111,645
50,C_t5_3.tif,0.547,255,255,255,3.329,30.130,69,662
51,C_t5_3.tif,0.063,255,255,255,63.769,30.750,1418,681
52,C_t5_3.tif,0.250,255,255,255,17.523,31.046,387,685
53,C_t5_3.tif,1.818,255,255,255,19.057,31.632,411,689
54,C_t5_3.tif,0.446,255,255,255,35.913,31.836,799,700
55,C_t5_3.tif,0.359,255,255,255,89.687,31.802,1993,701
56,C_t5_3.tif,0.616,255,255,255,47.571,32.567,1059,715
57,C_t5_3.tif,0.155,255,255,255,53.528,33.595,1189,743
58,C_t5_3.tif,1.112,255,255,255,95.684,34.736,2128,757
59,C_t5_3.tif,2.121,255,255,255,99.110,35.167,2190,764
60,C_t5_3.tif,0.121,255,255,255,34.257,34.926,759,774
61,C_t5_3.tif,1.808,255,255,255,113.762,36.420,2527,793
62,C_t5_3.tif,0.458,255,255,255,29.241,36.374,650,801
63,C_t5_3.tif,0.250,255,255,255,101.242,36.360,2248,803
64,C_t5_3.tif,1.399,255,255,255,76.696,37.058,1697,812
65,C_t5_3.tif,0.700,255,255,255,42.985,38.074,957,834
66,C_t5_3.tif,1.229,255,255,255,105.445,39.657,2338,870
67,C_t5_3.tif,0.567,255,255,255,118.720,40.399,2639,890
68,C_t5_3.tif,0.678,255,255,255,2.416,40.492,53,893
69,C_t5_3.tif,0.061,255,255,255,120.692,41.268,2686,913
70,C_t5_3.tif,1.598,255,255,255,81.235,43.377,1803,947
71,C_t5_3.tif,0.404,255,255,255,25.540,43.220,567,954
72,C_t5_3.tif,0.607,255,255,255,52.985,44.176,1175,974
73,C_t5_3.tif,0.718,255,255,255,10.975,44.442,237,981
74,C_t5_3.tif,0.408,255,255,255,19.776,44.678,437,983
75,C_t5_3.tif,0.054,255,255,255,21.679,44.883,481,996
76,C_t5_3.tif,0.934,255,255,255,63.807,45.700,1419,1010
77,C_t5_3.tif,0.406,255,255,255,8.826,45.995,193,1016
78,C_t5_3.tif,0.113,255,255,255,65.159,45.937,1448,1019
79,C_t5_3.tif,0.654,255,255,255,36.680,46.528,811,1026
80,C_t5_3.tif,0.987,255,255,255,6.487,47.444,141,1042
81,C_t5_3.tif,0.569,255,255,255,87.275,47.416,1941,1047
82,C_t5_3.tif,1.066,255,255,255,51.072,48.063,1133,1055
83,C_t5_3.tif,0.795,255,255,255,90.545,48.063,2015,1058
84,C_t5_3.tif,2.658,255,255,255,50.243,49.251,1119,1072
85,C_t5_3.tif,0.977,255,255,255,0.904,48.881,14,1074
86,C_t5_3.tif,0.626,255,255,255,30.816,49.136,683,1084
87,C_t5_3.tif,0.908,255,255,255,49.025,49.672,1095,1091
88,C_t5_3.tif,0.769,255,255,255,71.745,49.999,1595,1100
89,C_t5_3.tif,0.886,255,255,255,26.602,50.054,583,1101
90,C_t5_3.tif,0.823,255,255,255,54.389,50.252,1209,1101
91,C_t5_3.tif,0.117,255,255,255,3.257,49.775,70,1105
92,C_t5_3.tif,0.585,255,255,255,41.229,50.096,916,1106
93,C_t5_3.tif,1.350,255,255,255,17.528,50.777,397,1117
94,C_t5_3.tif,0.450,255,255,255,41.386,50.840,923,1122
95,C_t5_3.tif,0.975,255,255,255,26.748,51.153,584,1131
96,C_t5_3.tif,0.091,255,255,255,113.095,51.325,2515,1139
97,C_t5_3.tif,1.243,255,255,255,83.574,51.834,1864,1140
98,C_t5_3.tif,0.932,255,255,255,84.244,52.648,1874,1160
99,C_t5_3.tif,0.807,255,255,255,23.353,53.217,516,1170
100,C_t5_3.tif,1.473,255,255,255,52.270,53.727,1160,1181
101,C_t5_3.tif,0.577,255,255,255,22.090,53.814,500,1189
102,C_t5_3.tif,0.383,255,255,255,74.864,54.016,1663,1195
103,C_t5_3.tif,1.855,255,255,255,8.094,55.255,168,1203
104,C_t5_3.tif,0.402,255,255,255,5.721,54.776,123,1212
105,C_t5_3.tif,0.107,255,255,255,108.021,55.028,2402,1221
106,C_t5_3.tif,1.661,255,255,255,106.154,55.636,2354,1223
107,C_t5_3.tif,0.886,255,255,255,5.339,55.547,118,1224
108,C_t5_3.tif,1.033,255,255,255,107.579,55.901,2385,1229
109,C_t5_3.tif,0.224,255,255,255,36.509,55.604,818,1231
110,C_t5_3.tif,1.092,255,255,255,103.749,56.017,2310,1236
111,C_t5_3.tif,1.068,255,255,255,104.968,56.040,2327,1236
112,C_t5_3.tif,1.053,255,255,255,6.142,56.234,133,1239
113,C_t5_3.tif,0.210,255,255,255,9.232,56.199,202,1245
114,C_t5_3.tif,0.567,255,255,255,59.394,56.358,1319,1245
115,C_t5_3.tif,0.712,255,255,255,1.233,56.487,27,1246
116,C_t5_3.tif,0.289,255,255,255,64.903,56.482,1438,1252
117,C_t5_3.tif,2.696,255,255,255,5.261,57.184,91,1258
118,C_t5_3.tif,0.741,255,255,255,116.486,58.171,2591,1282
119,C_t5_3.tif,0.260,255,255,255,86.660,57.953,1926,1284
120,C_t5_3.tif,0.549,255,255,255,0.892,58.404,22,1291
121,C_t5_3.tif,0.872,255,255,255,117.994,58.396,2633,1291
122,C_t5_3.tif,0.373,255,255,255,0.257,58.868,5,1301
123,C_t5_3.tif,0.587,255,255,255,116.088,59.231,2583,1306
124,C_t5_3.tif,1.261,255,255,255,117.284,59.746,2611,1311
125,C_t5_3.tif,0.325,255,255,255,119.480,59.360,2656,1315
126,C_t5_3.tif,0.246,255,255,255,118.157,59.433,2627,1318
127,C_t5_3.tif,1.017,255,255,255,91.835,60.301,2048,1330
128,C_t5_3.tif,0.369,255,255,255,73.091,60.214,1619,1334
129,C_t5_3.tif,0.936,255,255,255,119.418,60.658,2655,1335
130,C_t5_3.tif,1.088,255,255,255,11.044,61.074,239,1345
131,C_t5_3.tif,0.165,255,255,255,8.266,60.737,181,1348
132,C_t5_3.tif,1.437,255,255,255,12.471,61.236,264,1351
133,C_t5_3.tif,1.251,255,255,255,116.805,61.682,2604,1351
134,C_t5_3.tif,0.793,255,255,255,111.160,62.089,2477,1365
135,C_t5_3.tif,1.223,255,255,255,81.176,62.606,1808,1380
136,C_t5_3.tif,0.605,255,255,255,50.462,62.692,1128,1384
137,C_t5_3.tif,2.054,255,255,255,90.354,63.572,2019,1395
138,C_t5_3.tif,0.480,255,255,255,23.010,63.151,508,1397
139,C_t5_3.tif,0.238,255,255,255,27.321,63.287,605,1403
140,C_t5_3.tif,1.013,255,255,255,116.518,63.904,2592,1406
141,C_t5_3.tif,1.536,255,255,255,69.769,64.021,1551,1408
142,C_t5_3.tif,1.114,255,255,255,43.260,64.449,965,1415
